Arbeitslos gemeldete Personen im Alter 15-64 Jahre nach Geschlecht (absolut und pro 1.000 EinwohnerInnen) im Jahresdurchschnitt seit 2002 - Bezirke Wien | Annual average of unemployed persons aged 15-64 by sex (absolute and per 1.000 inhabitants) since 2002 - districts of Vienna;;;;;;;;;
AT13;91500;91500;2010;2010;2; 1.589 ; 62,64 ;;
AT13;91600;91600;2010;2010;2; 1.770 ; 53,17 ;;
AT13;91700;91700;2010;2010;2; 908 ; 49,25 ;;
AT13;91800;91800;2010;2010;2; 679 ; 40,19 ;;
AT13;91900;91900;2010;2010;2; 812 ; 36,09 ;;
AT13;92000;92000;2010;2010;2; 1.681 ; 58,90 ;;
AT13;92100;92100;2010;2010;2; 2.608 ; 53,48 ;;
AT13;92200;92200;2010;2010;2; 2.279 ; 41,22 ;;
AT13;92300;92300;2010;2010;2; 1.474 ; 46,15 ;;
AT13;90000;90000;2011;2011;2; 32.686 ; 54,69 ;;
AT13;90100;90100;2011;2011;2; 144 ; 26,54 ;;
AT13;90200;90200;2011;2011;2; 1.889 ; 57,67 ;;
AT13;90300;90300;2011;2011;2; 1.656 ; 54,68 ;;
AT13;90400;90400;2011;2011;2; 472 ; 42,49 ;;
AT13;90500;90500;2011;2011;2; 1.087 ; 56,58 ;;
AT13;90600;90600;2011;2011;2; 508 ; 45,97 ;;
AT13;90700;90700;2011;2011;2; 493 ; 42,20 ;;
AT13;90800;90800;2011;2011;2; 305 ; 34,93 ;;
AT13;90900;90900;2011;2011;2; 559 ; 37,88 ;;
AT13;91000;91000;2011;2011;2; 4.150 ; 68,86 ;;
AT13;91100;91100;2011;2011;2; 2.130 ; 67,32 ;;
AT13;91200;91200;2011;2011;2; 2.117 ; 69,12 ;;
AT13;91300;91300;2011;2011;2; 648 ; 39,09 ;;
AT13;91400;91400;2011;2011;2; 1.583 ; 53,63 ;;
AT13;91500;91500;2011;2011;2; 1.758 ; 69,08 ;;
AT13;91600;91600;2011;2011;2; 1.967 ; 58,63 ;;
AT13;91700;91700;2011;2011;2; 984 ; 53,01 ;;
AT13;91800;91800;2011;2011;2; 711 ; 42,03 ;;
AT13;91900;91900;2011;2011;2; 954 ; 42,28 ;;
AT13;92000;92000;2011;2011;2; 1.885 ; 65,61 ;;
AT13;92100;92100;2011;2011;2; 2.742 ; 55,41 ;;
AT13;92200;92200;2011;2011;2; 2.396 ; 42,37 ;;
AT13;92300;92300;2011;2011;2; 1.549 ; 48,03 ;;
AT13;90000;90000;2012;2012;2; 33.994 ; 56,36 ;;
AT13;90100;90100;2012;2012;2; 146 ; 27,13 ;;
AT13;90200;90200;2012;2012;2; 2.025 ; 60,90 ;;
AT13;90300;90300;2012;2012;2; 1.753 ; 56,98 ;;
AT13;90400;90400;2012;2012;2; 466 ; 41,55 ;;
AT13;90500;90500;2012;2012;2; 1.112 ; 57,75 ;;
AT13;90600;90600;2012;2012;2; 525 ; 47,03 ;;
AT13;90700;90700;2012;2012;2; 485 ; 41,58 ;;
AT13;90800;90800;2012;2012;2; 298 ; 34,15 ;;
AT13;90900;90900;2012;2012;2; 541 ; 36,49 ;;
AT13;91000;91000;2012;2012;2; 4.293 ; 70,42 ;;
AT13;91100;91100;2012;2012;2; 2.269 ; 71,30 ;;
AT13;91200;91200;2012;2012;2; 2.141 ; 69,39 ;;
AT13;91300;91300;2012;2012;2; 710 ; 42,95 ;;
AT13;91400;91400;2012;2012;2; 1.661 ; 56,10 ;;
AT13;91500;91500;2012;2012;2; 1.849 ; 71,38 ;;
AT13;91600;91600;2012;2012;2; 2.023 ; 59,86 ;;
AT13;91700;91700;2012;2012;2; 1.027 ; 54,95 ;;
AT13;91800;91800;2012;2012;2; 736 ; 43,04 ;;
AT13;91900;91900;2012;2012;2; 975 ; 43,14 ;;
AT13;92000;92000;2012;2012;2; 2.003 ; 69,30 ;;
AT13;92100;92100;2012;2012;2; 2.799 ; 56,05 ;;
AT13;92200;92200;2012;2012;2; 2.586 ; 44,61 ;;
AT13;92300;92300;2012;2012;2; 1.570 ; 48,77 ;;
AT13;90000;90000;2013;2013;2; 36.798 ; 60,18 ;;
AT13;90100;90100;2013;2013;2; 128 ; 24,17 ;;
AT13;90200;90200;2013;2013;2; 2.214 ; 64,95 ;;
AT13;90300;90300;2013;2013;2; 1.758 ; 56,42 ;;
AT13;90400;90400;2013;2013;2; 491 ; 43,32 ;;
AT13;90500;90500;2013;2013;2; 1.213 ; 62,34 ;;
AT13;90600;90600;2013;2013;2; 585 ; 51,04 ;;
AT13;90700;90700;2013;2013;2; 519 ; 43,89 ;;
AT13;90800;90800;2013;2013;2; 334 ; 37,52 ;;
AT13;90900;90900;2013;2013;2; 607 ; 40,28 ;;
AT13;91000;91000;2013;2013;2; 4.549 ; 73,46 ;;
AT13;91100;91100;2013;2013;2; 2.517 ; 78,83 ;;
AT13;91200;91200;2013;2013;2; 2.261 ; 72,17 ;;
AT13;91300;91300;2013;2013;2; 730 ; 44,05 ;;
AT13;91400;91400;2013;2013;2; 1.789 ; 59,52 ;;
AT13;91500;91500;2013;2013;2; 1.956 ; 73,72 ;;
AT13;91600;91600;2013;2013;2; 2.232 ; 64,70 ;;
AT13;91700;91700;2013;2013;2; 1.133 ; 59,58 ;;
AT13;91800;91800;2013;2013;2; 778 ; 44,99 ;;
AT13;91900;91900;2013;2013;2; 1.055 ; 46,35 ;;
AT13;92000;92000;2013;2013;2; 2.134 ; 73,11 ;;
AT13;92100;92100;2013;2013;2; 3.233 ; 64,00 ;;
AT13;92200;92200;2013;2013;2; 2.956 ; 50,09 ;;
AT13;92300;92300;2013;2013;2; 1.626 ; 50,49 ;;
AT13;90000;90000;2014;2014;2; 42.708 ; 68,89 ;;
AT13;90100;90100;2014;2014;2; 150 ; 28,34 ;;
AT13;90200;90200;2014;2014;2; 2.604 ; 73,94 ;;
AT13;90300;90300;2014;2014;2; 1.960 ; 61,98 ;;
AT13;90400;90400;2014;2014;2; 556 ; 48,49 ;;
AT13;90500;90500;2014;2014;2; 1.394 ; 70,81 ;;
AT13;90600;90600;2014;2014;2; 668 ; 57,64 ;;
AT13;90700;90700;2014;2014;2; 589 ; 49,11 ;;
AT13;90800;90800;2014;2014;2; 376 ; 41,75 ;;
AT13;90900;90900;2014;2014;2; 676 ; 44,40 ;;
AT13;91000;91000;2014;2014;2; 5.442 ; 86,51 ;;
AT13;91100;91100;2014;2014;2; 2.768 ; 85,62 ;;
AT13;91200;91200;2014;2014;2; 2.633 ; 82,95 ;;
AT13;91300;91300;2014;2014;2; 848 ; 50,35 ;;
AT13;91400;91400;2014;2014;2; 2.096 ; 68,70 ;;
AT13;91500;91500;2014;2014;2; 2.238 ; 82,60 ;;
AT13;91600;91600;2014;2014;2; 2.533 ; 72,19 ;;
AT13;91700;91700;2014;2014;2; 1.301 ; 67,39 ;;
AT13;91800;91800;2014;2014;2; 872 ; 49,95 ;;
AT13;91900;91900;2014;2014;2; 1.223 ; 53,60 ;;
AT13;92000;92000;2014;2014;2; 2.576 ; 87,70 ;;
AT13;92100;92100;2014;2014;2; 3.869 ; 75,63 ;;
AT13;92200;92200;2014;2014;2; 3.517 ; 58,52 ;;
AT13;92300;92300;2014;2014;2; 1.823 ; 56,64 ;;
AT13;90000;90000;2015;2015;2; 50.444 ; 80,02 ;;
AT13;90100;90100;2015;2015;2; 156 ; 29,29 ;;
AT13;90200;90200;2015;2015;2; 2.911 ; 81,67 ;;
AT13;90300;90300;2015;2015;2; 2.108 ; 66,06 ;;
AT13;90400;90400;2015;2015;2; 735 ; 63,30 ;;
AT13;90500;90500;2015;2015;2; 1.665 ; 83,54 ;;
AT13;90600;90600;2015;2015;2; 782 ; 66,61 ;;
AT13;90700;90700;2015;2015;2; 673 ; 55,20 ;;
AT13;90800;90800;2015;2015;2; 416 ; 45,99 ;;
AT13;90900;90900;2015;2015;2; 779 ; 50,46 ;;
AT13;91000;91000;2015;2015;2; 6.720 ; 104,78 ;;
AT13;91100;91100;2015;2015;2; 3.272 ; 99,10 ;;
AT13;91200;91200;2015;2015;2; 3.084 ; 95,81 ;;
AT13;91300;91300;2015;2015;2; 992 ; 58,06 ;;
AT13;91400;91400;2015;2015;2; 2.340 ; 75,86 ;;
AT13;91500;91500;2015;2015;2; 2.693 ; 97,86 ;;
AT13;91600;91600;2015;2015;2; 3.032 ; 85,37 ;;
AT13;91700;91700;2015;2015;2; 1.522 ; 77,61 ;;
AT13;91800;91800;2015;2015;2; 1.037 ; 58,57 ;;
AT13;91900;91900;2015;2015;2; 1.474 ; 63,81 ;;
AT13;92000;92000;2015;2015;2; 3.012 ; 101,88 ;;
AT13;92100;92100;2015;2015;2; 4.597 ; 87,74 ;;
AT13;92200;92200;2015;2015;2; 4.316 ; 69,07 ;;
AT13;92300;92300;2015;2015;2; 2.129 ; 65,75 ;;
AT13;90000;90000;2016;2016;2; 52.855 ; 82,33 ;;
AT13;90100;90100;2016;2016;2; 164 ; 30,54 ;;
AT13;90200;90200;2016;2016;2; 2.986 ; 82,21 ;;
AT13;90300;90300;2016;2016;2; 2.191 ; 67,90 ;;
AT13;90400;90400;2016;2016;2; 766 ; 64,84 ;;
AT13;90500;90500;2016;2016;2; 1.745 ; 86,62 ;;
AT13;90600;90600;2016;2016;2; 809 ; 68,16 ;;
AT13;90700;90700;2016;2016;2; 683 ; 55,49 ;;
AT13;90800;90800;2016;2016;2; 419 ; 45,54 ;;
AT13;90900;90900;2016;2016;2; 820 ; 51,85 ;;
AT13;91000;91000;2016;2016;2; 7.208 ; 110,30 ;;
AT13;91100;91100;2016;2016;2; 3.503 ; 103,71 ;;
AT13;91200;91200;2016;2016;2; 3.294 ; 100,59 ;;
AT13;91300;91300;2016;2016;2; 1.042 ; 60,12 ;;
AT13;91400;91400;2016;2016;2; 2.429 ; 77,51 ;;
AT13;91500;91500;2016;2016;2; 2.704 ; 97,03 ;;
AT13;91600;91600;2016;2016;2; 3.099 ; 85,67 ;;
AT13;91700;91700;2016;2016;2; 1.554 ; 78,29 ;;
AT13;91800;91800;2016;2016;2; 1.059 ; 58,53 ;;
AT13;91900;91900;2016;2016;2; 1.509 ; 63,99 ;;
AT13;92000;92000;2016;2016;2; 3.092 ; 103,67 ;;
AT13;92100;92100;2016;2016;2; 4.791 ; 89,38 ;;
AT13;92200;92200;2016;2016;2; 4.657 ; 72,44 ;;
AT13;92300;92300;2016;2016;2; 2.329 ; 70,48 ;;
AT13;90000;90000;2017;2017;2; 65.606 ; 101,04 ;;
AT13;90100;90100;2017;2017;2; 193 ; 36,05 ;;
AT13;90200;90200;2017;2017;2; 3.715 ; 101,60 ;;
AT13;90300;90300;2017;2017;2; 2.651 ; 81,71 ;;
AT13;90400;90400;2017;2017;2; 894 ; 75,31 ;;
AT13;90500;90500;2017;2017;2; 2.076 ; 102,54 ;;
AT13;90600;90600;2017;2017;2; 966 ; 80,72 ;;
AT13;90700;90700;2017;2017;2; 800 ; 65,06 ;;
AT13;90800;90800;2017;2017;2; 497 ; 53,68 ;;
AT13;90900;90900;2017;2017;2; 1.000 ; 62,46 ;;
AT13;91000;91000;2017;2017;2; 8.850 ; 133,75 ;;
AT13;91100;91100;2017;2017;2; 4.565 ; 131,92 ;;
AT13;91200;91200;2017;2017;2; 4.096 ; 122,95 ;;
AT13;91300;91300;2017;2017;2; 1.211 ; 69,83 ;;
AT13;91400;91400;2017;2017;2; 2.851 ; 90,47 ;;
AT13;91500;91500;2017;2017;2; 3.301 ; 118,26 ;;
AT13;91600;91600;2017;2017;2; 3.865 ; 106,49 ;;
AT13;91700;91700;2017;2017;2; 1.928 ; 96,37 ;;
AT13;91800;91800;2017;2017;2; 1.357 ; 73,78 ;;
AT13;91900;91900;2017;2017;2; 1.842 ; 77,19 ;;
AT13;92000;92000;2017;2017;2; 3.910 ; 130,20 ;;
AT13;92100;92100;2017;2017;2; 6.141 ; 112,28 ;;
AT13;92200;92200;2017;2017;2; 5.933 ; 90,82 ;;
AT13;92300;92300;2017;2017;2; 2.962 ; 87,55 ;;
AT13;90000;90000;2018;2018;2; 63.606 ; 97,29 ;;
AT13;90100;90100;2018;2018;2; 182 ; 34,21 ;;
AT13;90200;90200;2018;2018;2; 3.653 ; 99,56 ;;
AT13;90300;90300;2018;2018;2; 2.559 ; 78,38 ;;
AT13;90400;90400;2018;2018;2; 831 ; 69,85 ;;
AT13;90500;90500;2018;2018;2; 1.969 ; 97,23 ;;
AT13;90600;90600;2018;2018;2; 911 ; 76,50 ;;
AT13;90700;90700;2018;2018;2; 781 ; 63,39 ;;
AT13;90800;90800;2018;2018;2; 493 ; 53,35 ;;
AT13;90900;90900;2018;2018;2; 921 ; 57,93 ;;
AT13;91000;91000;2018;2018;2; 8.622 ; 128,14 ;;
AT13;91100;91100;2018;2018;2; 4.483 ; 129,26 ;;
AT13;91200;91200;2018;2018;2; 4.088 ; 121,61 ;;
AT13;91300;91300;2018;2018;2; 1.151 ; 66,54 ;;
AT13;91400;91400;2018;2018;2; 2.724 ; 86,34 ;;
AT13;91500;91500;2018;2018;2; 3.158 ; 114,35 ;;
AT13;91600;91600;2018;2018;2; 3.662 ; 101,32 ;;
AT13;91700;91700;2018;2018;2; 1.852 ; 92,40 ;;
AT13;91800;91800;2018;2018;2; 1.313 ; 70,74 ;;
AT13;91900;91900;2018;2018;2; 1.794 ; 74,72 ;;
AT13;92000;92000;2018;2018;2; 3.739 ; 124,90 ;;
AT13;92100;92100;2018;2018;2; 5.930 ; 106,40 ;;
AT13;92200;92200;2018;2018;2; 5.810 ; 87,56 ;;
AT13;92300;92300;2018;2018;2; 2.982 ; 85,66 ;;
AT13;90000;90000;2019;2019;2; 62.402 ; 94,99 ;;
AT13;90100;90100;2019;2019;2; 179 ; 34,33 ;;
AT13;90200;90200;2019;2019;2; 3.579 ; 97,50 ;;
AT13;90300;90300;2019;2019;2; 2.537 ; 77,36 ;;
AT13;90400;90400;2019;2019;2; 791 ; 66,74 ;;
AT13;90500;90500;2019;2019;2; 1.915 ; 94,93 ;;
AT13;90600;90600;2019;2019;2; 871 ; 73,70 ;;
AT13;90700;90700;2019;2019;2; 711 ; 58,15 ;;
AT13;90800;90800;2019;2019;2; 448 ; 49,72 ;;
AT13;90900;90900;2019;2019;2; 842 ; 52,97 ;;
AT13;91000;91000;2019;2019;2; 8.433 ; 124,07 ;;
AT13;91100;91100;2019;2019;2; 4.429 ; 125,28 ;;
AT13;91200;91200;2019;2019;2; 4.026 ; 120,62 ;;
AT13;91300;91300;2019;2019;2; 1.144 ; 66,19 ;;
AT13;91400;91400;2019;2019;2; 2.615 ; 82,76 ;;
AT13;91500;91500;2019;2019;2; 3.108 ; 114,02 ;;
AT13;91600;91600;2019;2019;2; 3.503 ; 97,98 ;;
AT13;91700;91700;2019;2019;2; 1.795 ; 90,14 ;;
AT13;91800;91800;2019;2019;2; 1.222 ; 66,03 ;;
AT13;91900;91900;2019;2019;2; 1.759 ; 72,33 ;;
AT13;92000;92000;2019;2019;2; 3.774 ; 126,65 ;;
AT13;92100;92100;2019;2019;2; 5.880 ; 104,10 ;;
AT13;92200;92200;2019;2019;2; 5.756 ; 85,10 ;;
AT13;92300;92300;2019;2019;2; 3.083 ; 85,71 ;;
AT13;90000;90000;2020;2020;2; 76.778 ; 116,20 ;;
AT13;90100;90100;2020;2020;2; 232 ; 45,71 ;;
AT13;90200;90200;2020;2020;2; 4.272 ; 115,86 ;;
AT13;90300;90300;2020;2020;2; 3.114 ; 94,06 ;;
AT13;90400;90400;2020;2020;2; 992 ; 83,77 ;;
AT13;90500;90500;2020;2020;2; 2.427 ; 121,17 ;;
AT13;90600;90600;2020;2020;2; 1.089 ; 92,62 ;;
AT13;90700;90700;2020;2020;2; 888 ; 73,63 ;;
AT13;90800;90800;2020;2020;2; 537 ; 61,10 ;;
AT13;90900;90900;2020;2020;2; 1.051 ; 66,12 ;;
AT13;91000;91000;2020;2020;2; 10.520 ; 152,39 ;;
AT13;91100;91100;2020;2020;2; 5.370 ; 150,83 ;;
AT13;91200;91200;2020;2020;2; 4.816 ; 144,54 ;;
AT13;91300;91300;2020;2020;2; 1.429 ; 82,61 ;;
AT13;91400;91400;2020;2020;2; 3.352 ; 106,24 ;;
AT13;91500;91500;2020;2020;2; 3.718 ; 137,83 ;;
AT13;91600;91600;2020;2020;2; 4.381 ; 123,54 ;;
AT13;91700;91700;2020;2020;2; 2.220 ; 112,01 ;;
AT13;91800;91800;2020;2020;2; 1.471 ; 79,82 ;;
AT13;91900;91900;2020;2020;2; 2.150 ; 87,83 ;;
AT13;92000;92000;2020;2020;2; 4.443 ; 150,41 ;;
AT13;92100;92100;2020;2020;2; 7.411 ; 128,20 ;;
AT13;92200;92200;2020;2020;2; 7.085 ; 102,36 ;;
AT13;92300;92300;2020;2020;2; 3.811 ; 103,54 ;;
AT13;90000;90000;2021;2021;2; 71.334 ; 107,61 ;;
AT13;90100;90100;2021;2021;2; 208 ; 41,35 ;;
AT13;90200;90200;2021;2021;2; 3.819 ; 104,35 ;;
AT13;90300;90300;2021;2021;2; 2.851 ; 84,58 ;;
AT13;90400;90400;2021;2021;2; 863 ; 73,38 ;;
AT13;90500;90500;2021;2021;2; 2.126 ; 108,16 ;;
AT13;90600;90600;2021;2021;2; 914 ; 79,14 ;;
AT13;90700;90700;2021;2021;2; 744 ; 62,77 ;;
AT13;90800;90800;2021;2021;2; 477 ; 55,26 ;;
AT13;90900;90900;2021;2021;2; 887 ; 56,40 ;;
AT13;91000;91000;2021;2021;2; 9.987 ; 143,00 ;;
AT13;91100;91100;2021;2021;2; 5.152 ; 143,43 ;;
AT13;91200;91200;2021;2021;2; 4.581 ; 136,80 ;;
AT13;91300;91300;2021;2021;2; 1.275 ; 74,27 ;;
AT13;91400;91400;2021;2021;2; 3.077 ; 98,04 ;;
AT13;91500;91500;2021;2021;2; 3.312 ; 123,84 ;;
AT13;91600;91600;2021;2021;2; 4.015 ; 114,75 ;;
AT13;91700;91700;2021;2021;2; 1.982 ; 101,43 ;;
AT13;91800;91800;2021;2021;2; 1.315 ; 71,71 ;;
AT13;91900;91900;2021;2021;2; 1.941 ; 79,27 ;;
AT13;92000;92000;2021;2021;2; 4.034 ; 139,24 ;;
AT13;92100;92100;2021;2021;2; 7.255 ; 121,59 ;;
AT13;92200;92200;2021;2021;2; 6.750 ; 95,88 ;;
AT13;92300;92300;2021;2021;2; 3.772 ; 100,67 ;;
AT13;90000;90000;2022;2022;2; 60.859 ; 89,91 ;;
AT13;90100;90100;2022;2022;2; 170 ; 32,09 ;;
AT13;90200;90200;2022;2022;2; 3.150 ; 83,92 ;;
AT13;90300;90300;2022;2022;2; 2.368 ; 68,14 ;;
AT13;90400;90400;2022;2022;2; 698 ; 58,72 ;;
AT13;90500;90500;2022;2022;2; 1.751 ; 88,48 ;;
AT13;90600;90600;2022;2022;2; 743 ; 63,29 ;;
AT13;90700;90700;2022;2022;2; 574 ; 48,38 ;;
AT13;90800;90800;2022;2022;2; 387 ; 43,82 ;;
AT13;90900;90900;2022;2022;2; 727 ; 45,85 ;;
AT13;91000;91000;2022;2022;2; 8.694 ; 122,21 ;;
AT13;91100;91100;2022;2022;2; 4.543 ; 123,66 ;;
AT13;91200;91200;2022;2022;2; 4.008 ; 117,45 ;;
AT13;91300;91300;2022;2022;2; 1.077 ; 60,66 ;;
AT13;91400;91400;2022;2022;2; 2.613 ; 81,90 ;;
AT13;91500;91500;2022;2022;2; 2.833 ; 106,17 ;;
AT13;91600;91600;2022;2022;2; 3.344 ; 95,61 ;;
AT13;91700;91700;2022;2022;2; 1.644 ; 83,95 ;;
AT13;91800;91800;2022;2022;2; 1.061 ; 57,01 ;;
AT13;91900;91900;2022;2022;2; 1.664 ; 66,34 ;;
AT13;92000;92000;2022;2022;2; 3.404 ; 117,17 ;;
AT13;92100;92100;2022;2022;2; 6.408 ; 104,03 ;;
AT13;92200;92200;2022;2022;2; 5.697 ; 77,66 ;;
AT13;92300;92300;2022;2022;2; 3.302 ; 85,32 ;;
AT13;90000;90000;2023;2023;2; 61.218 ; 88,97 ;;
AT13;90100;90100;2023;2023;2; 180 ; 32,69 ;;
AT13;90200;90200;2023;2023;2; 3.107 ; 80,33 ;;
AT13;90300;90300;2023;2023;2; 2.391 ; 67,31 ;;
AT13;90400;90400;2023;2023;2; 700 ; 58,85 ;;
AT13;90500;90500;2023;2023;2; 1.697 ; 85,62 ;;
AT13;90600;90600;2023;2023;2; 722 ; 61,69 ;;
AT13;90700;90700;2023;2023;2; 582 ; 49,20 ;;
AT13;90800;90800;2023;2023;2; 395 ; 44,87 ;;
AT13;90900;90900;2023;2023;2; 768 ; 48,28 ;;
AT13;91000;91000;2023;2023;2; 8.594 ; 119,34 ;;
AT13;91100;91100;2023;2023;2; 4.523 ; 121,12 ;;
AT13;91200;91200;2023;2023;2; 4.045 ; 116,12 ;;
AT13;91300;91300;2023;2023;2; 1.122 ; 62,53 ;;
AT13;91400;91400;2023;2023;2; 2.657 ; 80,74 ;;
AT13;91500;91500;2023;2023;2; 2.925 ; 109,49 ;;
AT13;91600;91600;2023;2023;2; 3.337 ; 94,91 ;;
AT13;91700;91700;2023;2023;2; 1.563 ; 79,98 ;;
AT13;91800;91800;2023;2023;2; 1.001 ; 53,72 ;;
AT13;91900;91900;2023;2023;2; 1.621 ; 64,04 ;;
AT13;92000;92000;2023;2023;2; 3.394 ; 115,03 ;;
AT13;92100;92100;2023;2023;2; 6.503 ; 103,66 ;;
AT13;92200;92200;2023;2023;2; 5.993 ; 78,59 ;;
AT13;92300;92300;2023;2023;2; 3.399 ; 86,10 ;;
